run_id,method,seed,region,n_points,config_id,depth,hidden,activation,rmse,ll,picp95,mpiw95,sigma_fitted,cal_err,cal_bias,n_parameters,fit_seconds,quick,cache,n_train,grid_points
20260908T173918Z,mcd,0,in_range,300,d3_h50_tanh,3,50,tanh,0.10924300323264984,0.7056600769078379,0.99,0.596451370800594,0.13323409046616647,0.10393939393939394,0.10393939393939394,5252,26.065,False,False,250,500
20260908T173918Z,mcd,0,extrapolation,200,d3_h50_tanh,3,50,tanh,0.9026639404498951,-14.084370409493653,0.08,0.6490529220283966,0.13323409046616647,0.5495454545454546,-0.5495454545454546,5252,26.065,False,False,250,500
20260908T173918Z,mcd,0,overall,500,d3_h50_tanh,3,50,tanh,0.5771319571888096,-5.210352117652757,0.626,0.6174919912917151,0.13323409046616647,0.15745454545454543,-0.15745454545454543,5252,26.065,False,False,250,500
20260908T173918Z,ensemble,0,in_range,300,d3_h50_tanh,3,50,tanh,0.09605660286424496,0.8803737797433314,0.9866666666666667,0.47096712350847725,0.11391600904935836,0.06151515151515152,0.06030303030303031,26260,108.953,False,False,250,500
20260908T173918Z,ensemble,0,extrapolation,200,d3_h50_tanh,3,50,tanh,0.6434521446553662,-14.12982600912439,0.185,0.45840267764834697,0.11391600904935836,0.4968181818181818,-0.4968181818181818,26260,108.953,False,False,250,500
20260908T173918Z,ensemble,0,overall,500,d3_h50_tanh,3,50,tanh,0.41370084307011956,-5.123706135803759,0.666,0.46594134516442515,0.11391600904935836,0.16254545454545455,-0.16254545454545455,26260,108.953,False,False,250,500
20260908T173918Z,bbb,0,in_range,300,d3_h50_tanh,3,50,tanh,0.10322216927639967,0.8529248991183946,0.9466666666666667,0.40844058727205307,0.10183590940964277,0.00909090909090908,-0.0030303030303030286,10503,53.023,False,False,250,500
20260908T173918Z,bbb,0,extrapolation,200,d3_h50_tanh,3,50,tanh,0.8644303425572336,-33.41496583268703,0.06,0.4063111696454672,0.10183590940964277,0.5559090909090909,-0.5559090909090909,10503,53.023,False,False,250,500
20260908T173918Z,bbb,0,overall,500,d3_h50_tanh,3,50,tanh,0.5525294712425048,-12.854231393603776,0.592,0.4075888202214187,0.10183590940964277,0.2241818181818182,-0.2241818181818182,10503,53.023,False,False,250,500
20260908T173918Z,laplace,0,in_range,300,d3_h50_tanh,3,50,tanh,0.09481656046537273,0.928448591146413,0.9666666666666667,0.4106013618323172,0.10209370041199788,0.028787878787878796,0.028787878787878796,5252,39.09,False,False,250,500
20260908T173918Z,laplace,0,extrapolation,200,d3_h50_tanh,3,50,tanh,0.5606747038057297,-1.1753467492736664,0.655,1.1270150884490024,0.10209370041199788,0.3204545454545454,-0.3204545454545454,5252,39.09,False,False,250,500
20260908T173918Z,laplace,0,overall,500,d3_h50_tanh,3,50,tanh,0.362127819254676,0.08693045497838128,0.842,0.6971668524789914,0.10209370041199789,0.1109090909090909,-0.1109090909090909,5252,39.09,False,False,250,500
20260908T173918Z,map,0,in_range,300,d3_h50_relu,3,50,relu,0.09508678178847799,0.9323080890352002,0.96,0.388736302625848,0.09916924639742117,0.013939393939393953,0.013333333333333343,5252,20.923,False,False,250,500
20260908T173918Z,map,0,extrapolation,200,d3_h50_relu,3,50,relu,0.2677717416293562,-2.253413519167808,0.385,0.38873630262584796,0.09916924639742117,0.38409090909090904,-0.38409090909090904,5252,20.923,False,False,250,500
20260908T173918Z,map,0,overall,500,d3_h50_relu,3,50,relu,0.18467696090368513,-0.3419805542460028,0.73,0.38873630262584796,0.09916924639742117,0.14563636363636362,-0.14563636363636362,5252,20.923,False,False,250,500
20260908T173918Z,mcd,0,in_range,300,d3_h50_relu,3,50,relu,0.10075706072029618,0.7374765070891615,1.0,0.6038724217987032,0.1324925811389223,0.11242424242424241,0.11242424242424241,5252,24.537,False,False,250,500
20260908T173918Z,mcd,0,extrapolation,200,d3_h50_relu,3,50,relu,0.7875871653385855,-13.937805108655477,0.105,0.5645193933166506,0.1324925811389223,0.5409090909090909,-0.5409090909090909,5252,24.537,False,False,250,500
20260908T173918Z,mcd,0,overall,500,d3_h50_relu,3,50,relu,0.5041910435275735,-5.132636139208695,0.642,0.5881312104058821,0.1324925811389223,0.1489090909090909,-0.1489090909090909,5252,24.537,False,False,250,500
20260908T173918Z,ensemble,0,in_range,300,d3_h50_relu,3,50,relu,0.0954722740320382,0.927665893531912,0.9633333333333334,0.39808273190566257,0.10028370253013674,0.023333333333333338,0.020303030303030302,26260,102.723,False,False,250,500
20260908T173918Z,ensemble,0,extrapolation,200,d3_h50_relu,3,50,relu,0.30775552530037426,-0.7692409334278173,0.645,0.6379865885196345,0.10028370253013674,0.26409090909090904,-0.26409090909090904,26260,102.723,False,False,250,500
20260908T173918Z,ensemble,0,overall,500,d3_h50_relu,3,50,relu,0.20821709441463462,0.24890316274802027,0.836,0.4940442745512514,0.10028370253013674,0.09345454545454544,-0.09345454545454544,26260,102.723,False,False,250,500
20260908T173918Z,bbb,0,in_range,300,d3_h50_relu,3,50,relu,0.10127550299279807,0.8652229392377377,0.96,0.42990390733382344,0.10898440730437402,0.025757575757575753,0.025757575757575753,10503,50.859,False,False,250,500
20260908T173918Z,bbb,0,extrapolation,200,d3_h50_relu,3,50,relu,0.7608887691940045,-21.082368745342364,0.075,0.4516264630232997,0.108984407304374,0.5413636363636364,-0.5413636363636364,10503,50.859,False,False,250,500
20260908T173918Z,bbb,0,overall,500,d3_h50_relu,3,50,relu,0.4875804796524297,-7.913813734594301,0.606,0.438592929609614,0.108984407304374,0.20109090909090907,-0.20109090909090907,10503,50.859,False,False,250,500
20260908T173918Z,laplace,0,in_range,300,d3_h50_relu,3,50,relu,0.09508678178847799,0.9061955914355703,0.9666666666666667,0.43001255672222555,0.09916924639742117,0.035151515151515156,0.035151515151515156,5252,37.405,False,False,250,500
20260908T173918Z,laplace,0,extrapolation,200,d3_h50_relu,3,50,relu,0.2677717416293562,-0.8615686343312234,1.0,3.702559078909816,0.09916924639742117,0.2777272727272727,0.2777272727272727,5252,37.405,False,False,250,500
20260908T173918Z,laplace,0,overall,500,d3_h50_relu,3,50,relu,0.18467696090368513,0.1990899011288529,0.98,1.739031165597262,0.09916924639742117,0.13218181818181818,0.13218181818181818,5252,37.405,False,False,250,500
